question_index,qa_id,retriever,condition,question,beir_query_id,gold_doc_ids,retrieved_doc_ids,recall_at_k,mrr,retrieval_diversity,faithfulness_nli,llm_model,prediction,exact_match,f1,rouge_l,row_status,row_error
10,10,colbertv2,mmr_0.75,Which author wrote about a woman captured by the Symbionese Liberation Army?,5a729cc25542991f9a20c532,"[25934, 23926]","[23926, 9575, 14967, 486, 13179]",0.5,1.0,0.7273365259170532,0.7305955290794373,qwen3.5-122b,"Based on the provided context, the text describes **Patricia Campbell ""Patty"" Hearst** as the woman who was kidnapped by the Symbionese Liberation Army. However, the provided documents do not mention a specific author who wrote a book or essay about her capture; Document 1 only provides a biographical summary of Hearst herself.

Therefore, I cannot answer this based on the provided context.",0.0,0.0,0.0,OK,
11,11,colbertv2,mmr_0.75,What is the name of the pop artist that belongs on the Pledis Entertainment label and has 13 members?,5a72d7b35542991f9a20c5be,"[12748, 19460]","[12748, 19460, 3898, 7044, 13401]",1.0,1.0,0.6333820223808289,0.48007190227508545,qwen3.5-122b,"Based on the provided context, the pop artist (specifically a South Korean boy group) that belongs to the Pledis Entertainment label and has 13 members is **Seventeen**.

*   **Document 1** states that Pledis Entertainment is home to the artist **Seventeen**.
*   **Document 2** confirms that **Seventeen** was formed by Pledis Entertainment and consists of **thirteen members**.",0.0,0.0,0.0,OK,
12,12,colbertv2,mmr_0.75,"Gaia is a space observatory of the European Space Agency, what is Astrosat?",5a7300b85542994cef4bc41a,"[24876, 25491]","[24876, 25491, 4524, 2259, 24822]",1.0,1.0,0.6138641238212585,0.9990171790122986,qwen3.5-122b,Astrosat is India's first dedicated multi-wavelength space observatory. It was launched on a PSLV-XL on 28 September 2015.,0.0,0.0,0.0,OK,
13,13,colbertv2,mmr_0.75,"In the television series Green Hornet, which actor played the role of Kato?",5a7326cd5542991f29ee2d11,"[9131, 23227]","[23227, 9131, 19971, 9011, 19574]",1.0,1.0,0.6524838209152222,0.8830377459526062,qwen3.5-122b,"Based on the provided context, in the television series *The Green Hornet*, the role of Kato was portrayed by **Bruce Lee**.

This is confirmed in:
- **Document 1**: ""...in the television series he was portrayed by Bruce Lee.""
- **Document 2**: ""...starring Van Williams as the Green Hornet/Britt Reid and Bruce Lee as Kato.""",0.0,0.0,0.0,OK,
14,14,colbertv2,mmr_0.75,"Lady Elizabeth Delmé and Her Children (1779) is a portrait given to the National Gallery of Art in 1937, which is located in which state?",5a7336d05542992359bc3293,"[13264, 13967]","[13264, 13967, 25155, 8447, 18901]",1.0,1.0,0.6492208242416382,0.34465017914772034,qwen3.5-122b,"Based on the provided context, the National Gallery of Art is located in Washington, D.C. The text does not explicitly state which state Washington, D.C. is in, as it is a federal district. Therefore, I cannot answer this based on the provided context.",0.0,0.0,0.0,OK,
15,15,colbertv2,mmr_0.75,"Which movie is loosley based off the Brother Grimm's ""Iron Henry""?",5a733b835542991f9a20c6b2,"[23633, 4545]","[4545, 18774, 23385, 11822, 13273]",0.5,1.0,0.6249130964279175,0.10719417035579681,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
16,16,colbertv2,mmr_0.75,which board game has been around longer Obsession or Battle Sheep ?,5a733caa5542992359bc32a3,"[15389, 19341]","[19341, 15389, 780, 11189, 16453]",1.0,1.0,0.6491683125495911,0.00863516703248024,qwen3.5-122b,"Based on the provided context, **Obsession** has been around longer.

*   **Obsession** was released in **1977** (Document 2).
*   **Battle Sheep** was developed in **2010** (Document 1).",0.0,0.0,0.0,OK,
17,17,colbertv2,mmr_0.75,"Which famous mine was in service first, the Salmita Mine or the Kanichee Mine?",5a739323554299623ed4abff,"[4244, 25216]","[4244, 25216, 11498, 142, 2196]",1.0,1.0,0.6418999433517456,0.6544110774993896,qwen3.5-122b,"Based on the provided context, the **Kanichee Mine** was in service first.

The context states that the Kanichee Mine zone has been explored and mined discontinuously from as early as **1910**, whereas the Salmita Mine was first discovered in 1945 and did not enter production until **1983**.",0.0,0.0,0.0,OK,
18,18,colbertv2,mmr_0.75,"What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk",5a74122f55429929fddd83da,"[7716, 8612]","[8612, 7716, 5992, 18649, 3577]",1.0,1.0,0.6120209693908691,0.19814665615558624,qwen3.5-122b,"Based on the provided context, the album is **Love Drunk**, and its lead single is titled ""**Love Drunk**"".

Document 2 states that *Love Drunk* is the second studio album by Boys Like Girls, fronted by Martin Johnson, and that its lead single is titled ""Love Drunk"". Document 1 confirms that Martin Johnson co-wrote the song ""Two Is Better Than One"" (which features Taylor Swift) on this album.

Answer: Love Drunk",0.0,0.0,0.0,OK,
19,19,colbertv2,mmr_0.75,"Who wrote the music for Billy Elliot the Musical and had at least one song on the ""Billboard"" Hot 100 for 31 consecutive years?",5a74629255429929fddd8402,"[10804, 21082]","[24687, 10804, 21082, 10200, 11428]",1.0,0.5,0.7065591812133789,0.2827235758304596,qwen3.5-122b,"Based on the provided context, **Sir Elton Hercules John** (Elton John) wrote the music for *Billy Elliot the Musical* (Document 2) and had at least one song in the ""Billboard"" Hot 100 for 31 consecutive years (1970–2000) (Document 3).",0.0,0.0,0.0,OK,
20,20,colbertv2,mmr_0.75,Which American main title designer designed sequences for the founder of the Sundance Film Festival?,5a7471f655429979e2882955,"[4890, 23681]","[4890, 23681, 14730, 22065, 16880]",1.0,1.0,0.6531575322151184,0.10173916071653366,qwen3.5-122b,"Based on the provided context, the founder of the Sundance Film Festival is **Robert Redford** (Document 2). The American main title designer who designed sequences for him is **Wayne Fitzgerald** (Document 1).",0.0,0.0,0.0,OK,
21,21,colbertv2,mmr_0.75,What is served shaken with ice and should not be mistaken with the name Margarita?,5a74be7a55429929fddd84e4,"[7079, 4039]","[4039, 7079, 7130, 10840, 24613]",1.0,1.0,0.659156858921051,0.9384964108467102,qwen3.5-122b,"Based on the provided context, the **margarita** is the drink that is served shaken with ice. However, the text does not state that the margarita should not be mistaken with the name ""Margarita."" Instead, **Document 2** states that the name **Margarida** (a Portuguese female given name) should not be mistaken for the Mexican alcoholic drink **Margarita**.

Since no single item in the text fits both conditions (served shaken with ice AND should not be mistaken with the name Margarita), I cannot answer this based on the provided context.",0.0,0.0,0.0,OK,
22,22,colbertv2,mmr_0.75,What product by FLEXcon represents data by geometric patterns?,5a74c3f455429979e2882a0a,"[7688, 23564]","[7688, 23564, 25591, 11597, 24061]",1.0,1.0,0.7015342712402344,0.9977953433990479,qwen3.5-122b,"Based on the provided context, FLEXcon manufactures **bar coded labels** (and other pressure-sensitive film products). Document 2 explains that barcodes (including two-dimensional codes) represent data using geometric patterns such as rectangles, dots, and hexagons.

Therefore, the product by FLEXcon that represents data by geometric patterns is **bar coded labels**.",0.0,0.0,0.0,OK,
23,23,colbertv2,mmr_0.75,Connetquot High School  is a public high school in what city in New York?,5a7506f455429916b0164240,"[2573, 1640]","[2573, 15549, 4392, 7233, 20700]",0.5,1.0,0.533517062664032,0.9921084046363831,qwen3.5-122b,"Based on the provided context, Connetquot High School is located in **Bohemia**, New York.",0.0,0.0,0.0,OK,
24,24,colbertv2,mmr_0.75,What year did the movement that Tess Asplund protested in the viral image of her with her fist in the air disband?,5a7526945542993748c897d2,"[21889, 8074]","[21889, 13176, 2417, 8074, 9231]",1.0,1.0,0.6940272450447083,0.18851862847805023,qwen3.5-122b,"Based on the provided context, the movement Tess Asplund protested against is the **Swedish Nordic Resistance Movement** (Document 1). Document 4 states that the Nordic Resistance Movement had a branch in Denmark that was disbanded for inactivity in **2016**.

However, the provided text does not state that the Swedish, Finnish, or Norwegian branches of the movement disbanded; it only mentions the disbandment of the Danish branch. Therefore, the text does not contain information about when the specific movement in Sweden (where the protest took place) disbanded.

I cannot answer this based on the provided context.",0.0,0.0,0.0,OK,
25,25,colbertv2,mmr_0.75,"What song from the fourth studio album made by The Who reached No.4 on the UK charts and No. 19 o nthe U.S. ""Billboard"" Hot 100?",5a753c8c55429916b01642ab,"[5767, 3370]","[18882, 4227, 9756, 834, 5767]",0.5,0.2,0.7549422383308411,0.9995402693748474,qwen3.5-122b,"I cannot answer this based on the provided context.

While Document 5 states that ""Pinball Wizard"" reached No. 4 in the UK charts and No. 19 on the U.S. ""Billboard"" Hot 100, it identifies the song as being from the album ""Tommy,"" not explicitly as the ""fourth studio album"" by The Who. The provided text does not confirm that ""Tommy"" is their fourth studio album.",0.0,0.0,0.0,OK,
26,26,colbertv2,mmr_0.75,"Who was born first, Karen Joy Fowler or Bruce Chatwin?",5a7542425542996c70cfaecc,"[7681, 18798]","[7681, 15479, 18798, 10637, 23113]",1.0,1.0,0.657409131526947,0.9802718758583069,qwen3.5-122b,"Based on the provided context, Bruce Chatwin was born first.

*   **Charles Bruce Chatwin** was born on **13 May 1940** (Document 3).
*   **Karen Joy Fowler** was born on **February 7, 1950** (Document 1).

Since 1940 is earlier than 1950, Bruce Chatwin was born first.",0.0,0.0,0.0,OK,
27,27,colbertv2,mmr_0.75,"Michael Mark Brodsky is known for his translation of what Irish avant-garde novelist, playwright, theatre director, and poet?",5a7545605542993748c89807,"[15201, 10071]","[15201, 10071, 15806, 3211, 1706]",1.0,1.0,0.6660602688789368,0.896273136138916,qwen3.5-122b,"Based on the provided context, Michael Mark Brodsky is known for his translation of **Samuel Beckett** (specifically the work ""Eleuthéria"").

Document 1 states that Brodsky is best known for his translation of Samuel Beckett's ""Eleuthéria,"" and Document 2 confirms that Samuel Barclay Beckett was an Irish avant-garde novelist, playwright, theatre director, and poet.",0.0,0.0,0.0,OK,
28,28,colbertv2,mmr_0.75,"Which came to market first, ""Hey Pa! There's a Goat on the Roof"" or ""Poleconomy""",5a7555215542996c70cfaee1,"[9446, 2847]","[9446, 2847, 20409, 10486, 21093]",1.0,1.0,0.7491137385368347,0.004641298670321703,qwen3.5-122b,"""Hey Pa! There's a Goat on the Roof"" came to market first. It was issued in 1966, while ""Poleconomy"" was first published in 1980.",0.0,0.0,0.0,OK,
29,29,colbertv2,mmr_0.75,"Which ""Roseanne"" star is in Scream 2?",5a7557d75542992d0ec05f68,"[23512, 11186]","[11186, 23512, 15877, 175, 9465]",1.0,1.0,0.639430046081543,0.22503970563411713,qwen3.5-122b,"Based on the provided context, the ""Roseanne"" star in *Scream 2* is **Laurie Metcalf**.

Document 1 states that Laurie Metcalf is known for her television role as Jackie Harris on the ABC sitcom ""Roseanne"" and that she appeared as Debbie Salt / Mrs. Loomis in ""Scream 2"". Document 2 confirms that Laurie Metcalf stars in *Scream 2*.",0.0,0.0,0.0,OK,
30,30,colbertv2,mmr_0.75,What show was Elena Shaddow in that was written by a relative of Richard Rodgers?,5a755f0a5542996c70cfaee7,"[25709, 9440]","[25709, 9440, 11441, 19021, 9541]",1.0,1.0,0.758757472038269,0.3765333890914917,qwen3.5-122b,"Based on the provided context, the show Elena Shaddow was in that was written by a relative of Richard Rodgers is **The Light in the Piazza**.

Here is the breakdown based on the documents:
*   **Document 2** states that Adam Guettel is the grandson of musical theatre composer Richard Rodgers and is best known for the musical *The Light in the Piazza*.
*   **Document 1** states that Elena Shaddow toured as Clara Johnson in Adam Guettel's *The Light in the Piazza*.",0.0,0.0,0.0,OK,
31,31,colbertv2,mmr_0.75,"Which ""Mirrors"" actress made her film debut in the 2005 comedy film ""Hitch""?",5a7571095542992d0ec05f97,"[5780, 24053]","[24053, 5780, 7175, 395, 17874]",1.0,1.0,0.6866492033004761,0.005306120961904526,qwen3.5-122b,"Based on the provided context, the actress from the film ""Mirrors"" who made her film debut in the 2005 comedy film ""Hitch"" is **Paula Patton**.

*   **Document 2** confirms that Paula Patton starred in the 2008 film ""Mirrors"".
*   **Document 1** states that Paula Patton made her film debut in the 2005 comedy film ""Hitch"".",0.0,0.0,0.0,OK,
32,32,colbertv2,mmr_0.75,Who was born first Mahbub ul Haq or Ibn Arabi?,5a7574e25542996c70cfaf01,"[24250, 5838]","[24250, 11129, 15551, 19944, 5838]",1.0,1.0,0.6496273875236511,0.9539846181869507,qwen3.5-122b,"Based on the provided context, **Ibn Arabi** was born first.

*   **Ibn Arabi** (Abū ʿAbd Allāh Muḥammad ibn ʿAlī ibn Muḥammad ibnʿArabī) was born on **26 July 1165** (Document 5).
*   **Mahbub ul Haq** was born on **24 February 1934** (Document 1).

1165 is earlier than 1934.",0.0,0.0,0.0,OK,
33,33,colbertv2,mmr_0.75,Andrea Camplone is a football coach in which 22-team competition?,5a75d8dc5542992db94736f0,"[18063, 21614]","[18063, 21701, 4324, 23594, 9577]",0.5,1.0,0.6991062164306641,0.6876110434532166,qwen3.5-122b,"Based on the provided context, Andrea Camplone is the head coach of Cesena in the **Serie B** league. The context does not mention that this league is a ""22-team competition,"" but it is the only competition associated with him in the text.

Answer: Serie B",0.0,0.0,0.0,OK,
34,34,colbertv2,mmr_0.75,"The Declaration of Montreal was the founding document of which world event, lasting from July 26-August 5, 2006?",5a75da6d5542992db94736fa,"[23670, 20385]","[23670, 20385, 23850, 11177, 17463]",1.0,1.0,0.6367018818855286,0.993566632270813,qwen3.5-122b,"Based on the provided context, the Declaration of Montreal was adopted as part of the **first World Outgames**, which took place in Montreal, Quebec, Canada, from July 26, 2006, to August 5, 2006.",0.0,0.0,0.0,OK,
35,35,colbertv2,mmr_0.75,"Who is younger, Pelle Almqvist or Steve Winwood?",5a75f0bf5542994ccc91866b,"[4900, 6621]","[6621, 4900, 13255, 19260, 21623]",1.0,1.0,0.6381028294563293,0.9749503135681152,qwen3.5-122b,"Based on the provided context, Pelle Almqvist is younger.

*   **Pelle Almqvist** was born on **29 May 1978** (Document 1).
*   **Steve Winwood** was born on **12 May 1948** (Document 2).

Since 1978 is after 1948, Pelle Almqvist is the younger of the two.",0.0,0.0,0.0,OK,
36,36,colbertv2,mmr_0.75,"What actress and and writer starred with Jennifer Saunders in bothe ""The Supergrass"" and ""French and Saunders""?",5a7602d8554299109176e5fb,"[10750, 12015]","[10750, 12015, 12106, 23502, 24485]",1.0,1.0,0.7093480229377747,0.4026862382888794,qwen3.5-122b,"Based on the provided context, the actress and writer who starred with Jennifer Saunders in both ""The Supergrass"" and ""French and Saunders"" is **Dawn French**.

*   **Document 1** states that the film ""The Supergrass"" starred Jennifer Saunders and Dawn French.
*   **Document 2** states that Dawn French is best known for starring in and writing for the comedy sketch show ""French and Saunders"" with comedy partner Jennifer Saunders.",0.0,0.0,0.0,OK,
37,37,colbertv2,mmr_0.75,Alfred Balk served as the secretary of the Committee on the Employment of Minority Groups in the News Media under which United States Vice President?,5a760ab65542994ccc918697,"[7215, 5425]","[7215, 22201, 6229, 843, 5425]",1.0,1.0,0.7165634036064148,0.5094618201255798,qwen3.5-122b,"Based on the provided context, Alfred Balk served as secretary of New York Governor **Nelson Rockefeller's** Committee on the Employment of Minority Groups in the News Media.

Document 5 identifies **Nelson Aldrich Rockefeller** as the 41st Vice President of the United States (serving from 1974 to 1977). Therefore, the committee was under the leadership of the individual who later became Vice President, Nelson Rockefeller.

Answer: Nelson Rockefeller",0.0,0.0,0.0,OK,
38,38,colbertv2,mmr_0.75,Was the famous opera comique that was based on a Prosper Merimee novella a comedy or a tragedy?,5a7615fb5542992db9473727,"[1460, 15091]","[15091, 1460, 23352, 673, 16681]",1.0,1.0,0.5930412411689758,0.9960446953773499,qwen3.5-122b,"Based on the provided context, the famous opera comique based on a Prosper Mérimée novella is **Carmen**. According to Document 2, while ""opéra comique"" is not always comic or light in nature, **Carmen** is specifically described as a **tragedy**.",0.0,0.0,0.0,OK,
39,39,colbertv2,mmr_0.75,Who served as the head coach for the Grizzlies in the 2004-05 season and as head coach for the Brooklyn Nets?,5a7618d85542994ccc9186cf,"[11963, 14818]","[14818, 11963, 16667, 9032, 18095]",1.0,1.0,0.6089522242546082,0.39745327830314636,qwen3.5-122b,"Based on the provided context, **Lionel Hollins** served as the head coach for the Grizzlies during the 2004–05 season (specifically taking over after Hubie Brown's retirement and before Mike Fratello) and most recently served as the head coach of the Brooklyn Nets.",0.0,0.0,0.0,OK,
40,40,colbertv2,mmr_0.75,"Which album did the band Kraftwerk release after their successful album which reached number 25 on the US ""Billboard"" Hot 100 chart?",5a7621bb554299109176e650,"[23154, 4227]","[4227, 24366, 3637, 25312, 18882]",0.5,1.0,0.7123295664787292,0.7929081916809082,qwen3.5-122b,"Based on the provided context, I cannot answer this question.

Document 1 states that Kraftwerk's album *Autobahn* reached number 25 on the US ""Billboard"" Hot 100 chart (specifically the title track) and mentions that this success came *after* the band released three previous experimental albums. However, the document does not provide information about which album Kraftwerk released *after* *Autobahn*.",0.0,0.0,0.0,OK,
41,41,colbertv2,mmr_0.75,When was the plaintiff in the 1892 Barbed Wire Patent Case born?,5a7624b85542992db947372c,"[16274, 24579]","[16274, 24579, 13785, 9840, 24193]",1.0,1.0,0.644047737121582,0.9770739078521729,qwen3.5-122b,"Based on the provided context, the plaintiff in the 1892 Barbed Wire Patent Case was Joseph Glidden. Document 2 states that Joseph Glidden was born on **January 18, 1813**.",0.0,0.0,0.0,OK,
42,42,colbertv2,mmr_0.75,"Which was fought earlier in our nation's history, the Seven Days Battles or the Battle of Manila?",5a7633ad5542992db9473741,"[25986, 8549]","[25986, 8549, 12468, 20841, 7256]",1.0,1.0,0.6028211116790771,0.13187803328037262,qwen3.5-122b,"The Seven Days Battles were fought earlier in our nation's history. They took place from June 25 to July 1, 1862, during the American Civil War, whereas the Battle of Manila occurred from February 3 to March 3, 1945, during World War II.",0.0,0.0,0.0,OK,
43,43,colbertv2,mmr_0.75,"When was the Chief Aerodynamicist for the British supersonic land vehicle, whose goal is to match or exceed 1000 mph achieving a new world land speed record, born?",5a7633ff5542994ccc918712,"[23901, 5723]","[5723, 23901, 16575, 22643, 15300]",1.0,1.0,0.6773828268051147,0.996189296245575,qwen3.5-122b,"Based on the provided context, the Chief Aerodynamicist for the Bloodhound SSC (the British supersonic land vehicle aiming to exceed 1000 mph) is Ronald Ayers. According to Document 2, he was born in **1932**.",0.0,0.0,0.0,OK,
44,44,colbertv2,mmr_0.75,Who was the wife of the president when William Bainbridge started his career?,5a7636fb55429976ec32bd79,"[2587, 202]","[2587, 12667, 11603, 18144, 2684]",0.5,1.0,0.7062011361122131,0.060912638902664185,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
45,45,colbertv2,mmr_0.75,"Which university has more schools, Ateneo de Davao University or University of Rochester?",5a7651825542992d0ec060a3,"[163, 12131]","[163, 12131, 24258, 7209, 17480]",1.0,1.0,0.6312462091445923,0.5266773104667664,qwen3.5-122b,"Based on the provided context, the University of Rochester has more schools.

*   **Ateneo de Davao University** has **five** undergraduate schools (School of Arts and Sciences, School of Business and Governance, School of Engineering and Architecture, School of Education, and School of Nursing), with the College of Law noted as a separate unit.
*   **The University of Rochester** has **six** schools.",0.0,0.0,0.0,OK,
46,46,colbertv2,mmr_0.75,Who founded the collective which released the album Messe I.X-VI.X?,5a7662745542992db9473786,"[16502, 23431]","[16502, 20356, 22489, 22983, 12936]",0.5,1.0,0.6492500305175781,0.141945481300354,qwen3.5-122b,"Based on the provided context, the album *Messe I.X-VI.X* was released by the Norwegian experimental collective **Ulver** (in collaboration with the Tromsø Chamber Orchestra). The text states that the album was ""Written and produced by Ulver,"" but it does not explicitly name the specific individual(s) who founded the collective Ulver.

Therefore, I cannot answer this based on the provided context.",0.0,0.0,0.0,OK,
47,47,colbertv2,mmr_0.75,When did the first bank come into existence that is part of an organization that serves rural areas of India with basic banking and financial services?,5a76db3555429972597f13e7,"[16835, 6646]","[6646, 16835, 7235, 6036, 18974]",1.0,1.0,0.5547882914543152,0.8505311012268066,qwen3.5-122b,"Based on the provided context, the organizations that serve rural areas of India with basic banking and financial services are the Regional Rural Banks (RRBs). According to Document 2, the RRBs were established in India under the RRB Act **1976**.

Answer: 1976",0.0,0.0,0.0,OK,
48,48,colbertv2,mmr_0.75,"Who is older, Ivan Foster or Ian Paisley?",5a77253455429972597f1449,"[18224, 25837]","[18224, 25837, 8386, 13453, 12674]",1.0,1.0,0.6202199459075928,0.9972586035728455,qwen3.5-122b,"Based on the provided context, Ian Paisley is older.

*   **Ian Paisley** was born on **6 April 1926** (Document 2).
*   **Ivan Foster** was born in **1943** (Document 1).

Since 1926 is earlier than 1943, Ian Paisley is older.",0.0,0.0,0.0,OK,
49,49,colbertv2,mmr_0.75,Which software application was originally made for the company that acquired RadioShack in 1963?,5a77322055429972597f1494,"[645, 11956]","[11956, 17269, 3069, 19846, 6973]",0.5,1.0,0.7147558331489563,0.9378969073295593,qwen3.5-122b,"Based on the provided context, the company that acquired RadioShack in 1963 was **Tandy Corporation** (specifically, Tandy Corporation acquired RadioShack).

However, the provided documents do not mention any software application that was originally made for Tandy Corporation. Document 1 discusses Tandy Corporation's history but does not list software it created. Documents 2, 3, 4, and 5 discuss WhatsApp, TurboTax, Syntorial, and Doraemon, respectively, none of which are linked to Tandy Corporation in the text.

Therefore, I cannot answer this based on the provided context.",0.0,0.0,0.0,OK,
50,50,colbertv2,mmr_0.75,"Who won Miss America 2013, which was the 86th Miss America pageant held at the PH Live in Las Vegas?",5a7735f55542994aec3b7226,"[15216, 13103]","[13103, 15216, 8716, 2612, 16141]",1.0,1.0,0.5589905977249146,0.9997076988220215,qwen3.5-122b,"Based on the provided context, **Mallory Hagan** (Miss New York 2012) won Miss America 2013. She was crowned by Miss America 2012 Laura Kaeppeler at the 86th Miss America pageant, which was held at the PH Live on the Las Vegas Strip in Paradise, Nevada, on January 12, 2013.",0.0,0.0,0.0,OK,
51,51,colbertv2,mmr_0.75,Who starred in Umm-e-Kulsoom whose mother was Afshan Qureshi?,5a77414155429972597f14d7,"[19527, 4872]","[19527, 4872, 593, 16714, 14954]",1.0,1.0,0.6563617587089539,0.49397361278533936,qwen3.5-122b,"Based on the provided context, **Faisal Qureshi** starred in the drama *Umm-e-Kulsoom* (Document 1), and he is the son of the famous film actress **Afshan Qureshi** (Document 2).",0.0,0.0,0.0,OK,
