dataset,sample_id,retriever,gold_document_count,recall_at_5,mrr_at_5,candidate_recall_at_20,candidate_artifact_id
pubmedqa,150,bm25,2,1.0,1.0,1.0,candidate:sha256:158e92ed503e4efed24ece2728a5782144c457673725a34f553bfc322c858dbe
pubmedqa,151,bm25,3,0.6666666666666666,1.0,1.0,candidate:sha256:1db7d1a80c29b2ff727596f0166a250c60030e57b18051eb887681cc8953601f
pubmedqa,152,bm25,4,0.75,1.0,0.75,candidate:sha256:cdb85793b16478f7639ac305e8664f2a7a8de40480b50b46c6041d2f69c0804e
pubmedqa,153,bm25,4,0.0,0.0,0.0,candidate:sha256:5a2af87ca1994d0c2e15a5311dc4c79b9d43d1121d5ceb1ed6830b0810bf6dad
pubmedqa,154,bm25,3,0.6666666666666666,1.0,1.0,candidate:sha256:4cfe8a2aab472dd1d33f23bc0f60d7e6f91c73bae9eee1872838e94e06db67c5
pubmedqa,155,bm25,3,1.0,1.0,1.0,candidate:sha256:b2191f4a666464984af915e957273416481525e08c97065a99dc0a62dfafe811
pubmedqa,156,bm25,3,0.6666666666666666,1.0,1.0,candidate:sha256:324da6644d9a8695815ed020881092b6b2bda18247eb2a714c9b99ab0f54bda0
pubmedqa,157,bm25,3,0.6666666666666666,0.5,0.6666666666666666,candidate:sha256:f84f0c41deb6d25218721f79235d86e9148bf3fc30d0e7b147400d0ddc69c854
pubmedqa,158,bm25,4,0.25,1.0,0.5,candidate:sha256:fb7ed01fb0c834293fa34967b43c8cd57e8f5c97238c415a7dced72ad0f92d3e
pubmedqa,159,bm25,3,1.0,1.0,1.0,candidate:sha256:59692fab482bf3be4b14f9ffa318b1aacdb2c16fe355d342b16434bbad735db8
pubmedqa,16,bm25,4,0.5,1.0,0.5,candidate:sha256:2227a68088a63f33653f89fc336a4469cd7350d83b5af4702f89b997e6e95a94
pubmedqa,160,bm25,3,0.3333333333333333,1.0,0.6666666666666666,candidate:sha256:ff277690b12300a6f4e9e3211b535102266e77282242e1080464f66d66c98279
pubmedqa,161,bm25,6,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:6cb559a4e023dc480363d2a98e3631c8d50cc87c5317e84228b6289f637e3490
pubmedqa,162,bm25,7,0.5714285714285714,1.0,0.5714285714285714,candidate:sha256:5eb8a2fd97ae5a302fc384f6829bdf3f559b26744433330d24de6bf51e7ad332
pubmedqa,163,bm25,3,0.3333333333333333,1.0,0.6666666666666666,candidate:sha256:fb65abd3df8afb2296111333e67969bee4c972cf5c13b46e525e5bb754b5e27e
pubmedqa,164,bm25,3,1.0,1.0,1.0,candidate:sha256:f2f5ef3811781711ab48a8d9c8f3ea89f0aa28779a45df3e06c91a1e44e31e35
pubmedqa,165,bm25,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,candidate:sha256:b222b2536feae532fd8d8a7c80a3392092339d29c1427b1dd82fa77caba97292
pubmedqa,166,bm25,3,1.0,1.0,1.0,candidate:sha256:25074384d9f101dc2324a33b71f07ed976f5d5f2f62db854f91889232c8d8979
pubmedqa,167,bm25,3,0.3333333333333333,1.0,0.6666666666666666,candidate:sha256:65439f88658c28961c9291cd7b8099e5f1e428a8a34a4e268a5ae1bfdd1018e4
pubmedqa,168,bm25,9,0.3333333333333333,1.0,0.4444444444444444,candidate:sha256:7e523a759eabdbea6d993e93164bea16121976f498bbd22a914b4e0167942eae
pubmedqa,169,bm25,6,0.3333333333333333,1.0,0.3333333333333333,candidate:sha256:1e7c1990d38e4896782df686f466eb717bf08f9bafe0d1b085efc9afd1fc2cda
pubmedqa,17,bm25,3,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:c375f130d6fdf7579246cca51258c7ac1d8e67a029fa690f8ba394fbdde73972
pubmedqa,170,bm25,3,0.3333333333333333,1.0,0.3333333333333333,candidate:sha256:387e4b7bc4936375989b0dd3b1e092b900b9d9af18b152ac51b5d9c155f6adaa
pubmedqa,171,bm25,3,0.3333333333333333,1.0,1.0,candidate:sha256:2a99ddf1e35c2382d80e5b52fdcf0a31272b065b20df0596e8182e9405eb6bf3
pubmedqa,172,bm25,5,0.4,1.0,0.4,candidate:sha256:02e653e07306ae66676482f74e3456c0be61a294e826642ae8285e86cb5ccec9
pubmedqa,173,bm25,3,0.6666666666666666,1.0,1.0,candidate:sha256:2b7ff4100f65c46b68ac5b541705321161a78b5dcc5de8dc3d3738bbc5f6277e
pubmedqa,174,bm25,3,0.6666666666666666,1.0,1.0,candidate:sha256:a4f5d3a5abdb97da407a3d1f7cd125b5e37b5bebabf13894b6811b20622ec0e4
pubmedqa,175,bm25,8,0.375,1.0,0.5,candidate:sha256:b1025a6b66cb94561e6b5e7e5c9c4434f18de116bc7ac0b7d28a7cd3e1645d92
pubmedqa,176,bm25,3,1.0,1.0,1.0,candidate:sha256:b102ea57bc8123b9ddeff2332583b819f397d307577e110bc1f2f6b3250a422f
pubmedqa,177,bm25,5,0.8,1.0,0.8,candidate:sha256:2a0bcea919e6a4c2f767a4caf3115e8fdf43e96c0d00a955a62ca459f2131645
pubmedqa,178,bm25,8,0.375,1.0,0.5,candidate:sha256:a98d75ca2e58df8c31009c7947d3a7fa33bb77806ea64cf2462a7c0a1438d0d1
pubmedqa,179,bm25,3,1.0,1.0,1.0,candidate:sha256:8f83743a1ef889be02a35788731b84d7b90bf9e15c5bf629261095a72d557605
pubmedqa,18,bm25,4,0.0,0.0,0.5,candidate:sha256:52f0457e2adced2f8999a4c05aaddf04ce30752d1ea511be51cb73c6e2b77216
pubmedqa,180,bm25,2,0.5,1.0,0.5,candidate:sha256:c1f8160adb2d9bb706c425266c621229413b349644a247f287c09abd289e0ef0
pubmedqa,181,bm25,3,0.3333333333333333,1.0,0.3333333333333333,candidate:sha256:bbd8781b5cacf2d9fcde596efa23fd742f08f6d28616bd8d427433f2359380a7
pubmedqa,182,bm25,3,0.3333333333333333,1.0,1.0,candidate:sha256:7ebfa075455dbe7c8ec6941ea9eb6b38f1caeb78b19cbb35d9530274a008cd08
pubmedqa,183,bm25,3,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:fa17ffd086def9d054afb766e896ca27f325049fae53c88e349b15ac4f435250
pubmedqa,184,bm25,3,1.0,1.0,1.0,candidate:sha256:82e1cfd4a30c25846c0f357dccd6bdc3d43c1c5cc9a14e18fe049c611ee73bc0
pubmedqa,185,bm25,6,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:9577be7d52b4da7e6ad9f97e7f58fd696fb4f7a0d73fabb4b2231bdc2af7e5a7
pubmedqa,186,bm25,2,0.5,0.25,0.5,candidate:sha256:c8610969d1203f1921c21de7a53fa0aded91b6ebe365f84f5e95114d33a23bfd
pubmedqa,187,bm25,3,1.0,1.0,1.0,candidate:sha256:b90b16bb82e8fef5f84aa51afc6319e081a8a3b22489d0abd884959376f3b5f7
pubmedqa,188,bm25,4,0.75,1.0,0.75,candidate:sha256:a3826be8bedaca53ecab17607041edc41c02d3798e9514c6afed5db049a45413
pubmedqa,189,bm25,3,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:b16e7f7f9872d79a5afe82712af5271c90e409f303db5d09675bc505ce768b2a
pubmedqa,19,bm25,4,0.25,1.0,0.25,candidate:sha256:e91b650a95908c8438005fa9f15e81514aa9d17cbeb360e290aedbdd22c3b0fa
pubmedqa,190,bm25,5,0.4,1.0,0.4,candidate:sha256:5f49b6a6d327fe0a0f43e91236a90996fcb08a9f1a8697a30135c79e361726d4
pubmedqa,191,bm25,3,1.0,1.0,1.0,candidate:sha256:fe0ebb443acd1db03319aea6c0024263e4be397e9eb56c890897699da71af87d
pubmedqa,192,bm25,3,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:cc995857a40fdef6d2939cabebd9a1916935b90216431e295b71bd9f42739eb0
pubmedqa,193,bm25,3,1.0,1.0,1.0,candidate:sha256:6e247538d8526a18c36b82a72b58ffaa51d4497390aebd2da315138c291528b1
pubmedqa,194,bm25,6,0.5,1.0,0.5,candidate:sha256:46b17f04b2ec8c480ef349ca18f687d458681a8b97f24601ee66efc17801fff3
pubmedqa,195,bm25,3,0.3333333333333333,1.0,0.3333333333333333,candidate:sha256:a75dbe9cb2b01ac40b8a49e2516aadc5a7b4118ff2db4fe84d44a42f5caaf4ba
pubmedqa,196,bm25,4,1.0,1.0,1.0,candidate:sha256:726774025900953b7c350ac9684d7a2ffaf438415903de436527a8c1b46a9cbc
pubmedqa,197,bm25,6,0.3333333333333333,1.0,0.5,candidate:sha256:5d486e792a5e3d72d825fd7089fafedab68dc4cc5b384fb3f6dd85da353caaea
pubmedqa,198,bm25,3,1.0,1.0,1.0,candidate:sha256:f11a25f9a51648cf27ee889be0b34e6edf7286a20c7a40a75af402999c57167e
pubmedqa,199,bm25,2,0.5,1.0,0.5,candidate:sha256:961733a55f4d6645e46c0ef3ee57b8adc71f7c81bab6ace038e480ad5f8e84f1
pubmedqa,2,bm25,2,0.5,0.25,0.5,candidate:sha256:e292234b16449e90f49e46f674ceb71516aa7eebcef7e47f827623fbac9096a7
pubmedqa,20,bm25,3,0.6666666666666666,1.0,1.0,candidate:sha256:21b62b513025842a9fd9f89532b0bd822a0fdfa2b1e3ff25480d1875803ce1a0
pubmedqa,200,bm25,3,1.0,1.0,1.0,candidate:sha256:10127c78e30100f5d7fe8fad8c0333e81fa7ca90627020e558d480a56a8219c5
pubmedqa,201,bm25,3,0.3333333333333333,1.0,0.3333333333333333,candidate:sha256:61b8d7e0be7b4fa3989d9eee9a969ceedae83144e1c0cc9c0f2e7425e9221883
pubmedqa,202,bm25,7,0.42857142857142855,1.0,0.42857142857142855,candidate:sha256:e89b951f944184522019fcf4fbc44917b5422d4260835a537e0ae393f9cfd497
pubmedqa,203,bm25,4,0.5,1.0,0.75,candidate:sha256:e3efe959c6fb19d3a29ea7a2c01ff949f3cb94ab9e2801b30017bab3499f535d
pubmedqa,204,bm25,5,0.4,1.0,0.4,candidate:sha256:3559d47a79ccee0217dbb979a706826ec4136b5989e3a194dfd9458d9384d81a
pubmedqa,205,bm25,3,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:ee46bcd3d769e457798b452900bc32f5f2a18c0558af1ba15f9292a38f43c3ce
pubmedqa,206,bm25,6,0.5,1.0,0.5,candidate:sha256:e3d559859af4369e6bab5c90d4f62ce59420dc535c51f29e7fae7a06a19994d6
pubmedqa,207,bm25,4,0.75,1.0,1.0,candidate:sha256:085f766122fffe14b8abce6d5fa4ac155e27dbc7545d754cfbdccc988fec5900
pubmedqa,208,bm25,5,0.2,1.0,0.2,candidate:sha256:be0c0d8f68461ac07118333baaee7b4bab25afd4282bd2b400e097e8e6217d43
pubmedqa,209,bm25,3,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:9501da705405b2478bd27f424bfd2b83fac4d4e4140f3091ae6c1dea89f4ce44
pubmedqa,21,bm25,3,0.3333333333333333,1.0,0.6666666666666666,candidate:sha256:163a0c2a25684238d5ff613d1b8633d09e5d05964c7b784542caae629e4a34b6
pubmedqa,210,bm25,3,1.0,1.0,1.0,candidate:sha256:553b84e5d5e42194428cd4424d74b9f943a5c6e9814a16edd8543ddaaeaedde6
pubmedqa,211,bm25,3,0.6666666666666666,1.0,1.0,candidate:sha256:40aa4edfea7c4b8e61e9a8b41ef09d872dc0d3bbf1e1975e26e03c871cc81179
pubmedqa,212,bm25,5,0.4,1.0,0.6,candidate:sha256:afce816a213002dd31f3f500fa2adfb3ab0656e4c051e0c234ee9bddcae1b56e
pubmedqa,213,bm25,3,0.6666666666666666,1.0,1.0,candidate:sha256:4ee0ff6cca0469659d4d7ad23f521afc6eb72a0a7922c8a16136f9fc4900c096
pubmedqa,214,bm25,3,0.3333333333333333,1.0,0.6666666666666666,candidate:sha256:fee5af69903e15868ce83941953f051c3f3510a43949ff566c92db5951874233
pubmedqa,215,bm25,2,1.0,1.0,1.0,candidate:sha256:8d0034288ded87106d8e2d3ba19ffce349d11a6231e32b32e249e74f6abfd012
pubmedqa,216,bm25,3,0.3333333333333333,1.0,0.3333333333333333,candidate:sha256:57c9e34663ee6dd659212ec0eece0980f33e5f268df6658173f292280aa6cbb7
pubmedqa,217,bm25,3,0.3333333333333333,1.0,0.6666666666666666,candidate:sha256:19bda8ed24abc3a91cc3fbfec119a6f6d9343a34725df31610c1e75ccbf096d9
pubmedqa,218,bm25,6,0.3333333333333333,1.0,0.5,candidate:sha256:99a95c6923971c04955ebc208ebc99d33af972ee4dc6de360d5b33b00de0cb32
pubmedqa,219,bm25,3,0.3333333333333333,1.0,0.6666666666666666,candidate:sha256:6f87750e2665dd1714caf6c7dac0dee29b470fd042ae2e1be0f673fadaf562d0
pubmedqa,22,bm25,3,0.3333333333333333,1.0,0.3333333333333333,candidate:sha256:de89cef2a397b09f653dcf233973ce9bbc99650c35a88a45b04588d3838d8ff6
pubmedqa,220,bm25,3,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:5d80edd388a9e1b25a45ae0e7673fe95295e657b7e5aede274620f98d4ddd672
pubmedqa,221,bm25,4,0.25,0.25,0.25,candidate:sha256:f51f69185252cef0773435b5b108adf632f4325580154d2f52a17ba5d4cb75a8
pubmedqa,222,bm25,3,0.0,0.0,0.3333333333333333,candidate:sha256:75498186f6d92f2451a7e635f11ab2c5e045d88eb33a35330b29c6802811528d
pubmedqa,223,bm25,3,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:545684490ee386851ce72966d6153cfb12391b20753c21e03ad201737636f106
pubmedqa,224,bm25,6,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:19a45897b45b156fcfc81058785d29ba65d8f9cfe0391f1507f03bb7a01ab64f
pubmedqa,225,bm25,7,0.42857142857142855,1.0,0.42857142857142855,candidate:sha256:45e8a6f01daa6dae66fa737be0660262babc26539f518fab5572ab714be5723d
pubmedqa,226,bm25,3,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:4c7445812f90b6b30765ef4e2e46214bee75488c4b4c39c67c24e2f51783306b
pubmedqa,227,bm25,3,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:535482aad94628318e80376c46a65734c78a71f2bef81f7fd68a456321cc4a6e
pubmedqa,228,bm25,3,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:81c25add5a58cfefee651524295e737c1054778e475da10f1beb3b1a52111e20
pubmedqa,229,bm25,3,1.0,1.0,1.0,candidate:sha256:6ec81a3af5740a4a2642c804b07c3245591cf2f5a39ca5631d42dc0bd357d76b
pubmedqa,23,bm25,3,0.3333333333333333,1.0,0.6666666666666666,candidate:sha256:50acf95b33eb8f845bfe4da4f5c11317b1f06d5a417ce1bbf83b9b17f99b2776
pubmedqa,230,bm25,3,0.3333333333333333,1.0,0.6666666666666666,candidate:sha256:9881130e5c0f4b969dce78a53c284580c887302c448a7b5a16b74ee66e327797
pubmedqa,231,bm25,4,0.75,1.0,1.0,candidate:sha256:fae8215d12b7872d8c589114a2b22fe3ec084e18baae43196de453df2a57932f
pubmedqa,232,bm25,4,0.5,1.0,0.75,candidate:sha256:d69b1d3bca7fb920a0a3dcf22e46072f0676703de3229bc6a2a15e457e203df9
pubmedqa,233,bm25,3,0.3333333333333333,1.0,0.3333333333333333,candidate:sha256:077387a583657cfccce0ff919b9d884c1e0f67e17c4bd0a85facdede96164441
pubmedqa,234,bm25,3,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:d3d450985d273c0d1b2f1e2484001fbfa972e59d373752d040ae0bd6834ebdfb
pubmedqa,235,bm25,3,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:676968a40fbad2e3d51bb86db9949b219c61f4392028f49980a026371e5621cf
pubmedqa,236,bm25,3,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:45e996a29e162ca11eefee03308a1b446fe551361cf8de808512ce83bcc27628
pubmedqa,237,bm25,3,0.3333333333333333,1.0,0.3333333333333333,candidate:sha256:020d4069db9a06625cb8a05113d57009cbdd815160303cddf37f98769f39f5e0
pubmedqa,238,bm25,3,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:ae79e022a7c046fd04053c1a6b3de65a910bb76e9a302333cfe55784cf2d0c8a
pubmedqa,239,bm25,2,1.0,1.0,1.0,candidate:sha256:9dfb2f9a00a00ac7fb80beeae2ff786073c293c33d80d079aa0bf22f0a3499e8
pubmedqa,24,bm25,3,1.0,1.0,1.0,candidate:sha256:96f9b19769067e5c030e30517d46488fdebc58fde8ed620784fe4e95d55df9b1
pubmedqa,240,bm25,3,0.6666666666666666,1.0,1.0,candidate:sha256:4ca2a94f53f103f01840589421ec6091a60d024ab3b90d68ebaa4478189f295d
pubmedqa,241,bm25,3,0.6666666666666666,1.0,0.6666666666666666,candidate:sha256:e7edafaba5355b40c0ccd85141748b0dd625ae08bc70b317800231128f1e680a
pubmedqa,242,bm25,4,0.5,1.0,0.75,candidate:sha256:af1c392586e8b6566a993e2e6b02e29204f1af34abb732808ec99e49e2d93c93
pubmedqa,243,bm25,3,0.6666666666666666,1.0,1.0,candidate:sha256:4ecbd2934594c9b76df0e89c19ae0ee49918cb2ca919c2b9c58cbf9f635e11db
pubmedqa,244,bm25,3,0.3333333333333333,1.0,0.3333333333333333,candidate:sha256:6dfa41f92de30a30fdc0e83acafdb943c4e2eb752562377a1799f1a9bdb56dbe
pubmedqa,245,bm25,3,1.0,1.0,1.0,candidate:sha256:abfa68271ecdfc8a925469ddc37b347f0bf9488cf0c8466c3bd85ad2db3698bc
pubmedqa,246,bm25,3,0.3333333333333333,1.0,0.3333333333333333,candidate:sha256:e006b9c3d9fceed3d75885d19a400b907789ae8b5a4c0e939dfa8baf619f9b64
pubmedqa,247,bm25,2,0.0,0.0,0.0,candidate:sha256:29d1dcb23ef883f2448cf06301d3071fd72a634467bae9006f149ef996d8e598
pubmedqa,248,bm25,2,1.0,1.0,1.0,candidate:sha256:2189c6a70c731357810e902226c8f1129df60b9ac569f18c698be3e146a45e29
pubmedqa,249,bm25,3,0.6666666666666666,1.0,1.0,candidate:sha256:b35b19340e02012f7143f4ae499f6bc6f7e42e672890571af1d50a8832a146b5
pubmedqa,25,bm25,2,0.0,0.0,0.0,candidate:sha256:6bf670c539ea1932a4b5337ab8e35f85654555199f8a08e9c5d52d1b4ca1e6a4
